address,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip,ACS Economics/Median household income/Total/Value,ACS Economics/Median household income/Total/Margin of error,ACS Demographics/Median age/Total/Value,ACS Demographics/Median age/Total/Margin of error,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: White alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Black or African American alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: American Indian and Alaska Native alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Asian alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone/Percentage
"Hill View Dr near Hilltop Dr,Richmond,Contra Costa County",37.997123,-122.281248,1.0,street_center,Pinole,CA,Contra Costa County,94564.0,129188.0,23795.0,49.1,11.7,0.672,0.039,0.0,0.181,0.0
"Sugar Dock 800 Wharf St, House boat docked at the southern most slip at the dock near the R/V Kaisei,Point Richmond,Contra Costa County",37.918852,-122.374324,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Castro St at Richmond Parkway,Richmond,Contra Costa County",37.928044,-122.388127,0.8,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"CASTRO STREET AT RICHMOND PARKWAY,Richmond,Contra Costa County",37.928044,-122.388127,0.8,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"Milepost 12.4 of the Martinez Subdivision in Richmond,Richmond,Contra Costa County",38.033414,-122.264963,0.1,street_center,Rodeo,CA,Contra Costa County,94572.0,48902.0,26960.0,30.7,9.0,0.277,0.36,0.0,0.169,0.0
"MP 13.59 on the Martinez subdivision,Richmond,Contra Costa County",37.842295,-122.281115,0.7,street_center,Emeryville,CA,Alameda County,94608.0,102750.0,62211.0,39.1,9.3,0.637,0.115,0.0,0.078,0.0
"San Pablo Bay (Off the 580 Bridge),Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"EB I 80 x Richmond Parkway Exit,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Westbound I-580 at Canal Blvd.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Mile Post 14.6 of the Martinez subdivision,Richmond,Contra Costa County",37.931508,-122.3636,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"SAN PABLO CREEK,Richmond,Contra Costa County",37.845993,-122.105078,1.0,street_center,Moraga,CA,Contra Costa County,94556.0,227727.0,50636.0,31.6,10.8,0.662,0.022,0.002,0.223,0.021
"789 18TH ST,Richmond,Contra Costa County",37.943677,-122.352222,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,82853.0,33025.0,25.2,3.9,0.645,0.112,0.0,0.182,0.0
"303 South Garrard Blvd,Richmond,Contra Costa County",37.933892,-122.377516,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Hilltop Rd. just north of I80,Richmond,Contra Costa County",37.989788,-122.118418,0.9,street_center,Martinez,CA,Contra Costa County,94553.0,145920.0,17833.0,40.5,2.6,0.74,0.033,0.014,0.096,0.0
" 1140 Canal Blvd, Kinder Morgan, MP 1191.11 Stockton Sub,Richmond,Contra Costa County",37.917713,-122.369026,0.4,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"3/4 of mile north of Chevron refinery, between point Richmond and San Quentin,Richmond,Contra Costa County",38.160354,-121.613657,0.1,nearest_rooftop_match,Isleton,CA,Sacramento County,95641.0,49028.0,33801.0,51.1,11.8,0.895,0.02,0.0,0.053,0.0
"North of Point Molate, East of Brother Light House,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"8410 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Terminal #2,Richmond,Contra Costa County",37.925461,-122.384637,0.9,rooftop,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"2300 Aberdeen Wy,Richmond,Contra Costa County",37.97409,-122.34215,0.13,nearest_rooftop_match,San Pablo,CA,Contra Costa County,94806.0,42241.0,14061.0,31.3,6.6,0.087,0.594,0.0,0.174,0.049
"100 Hall Ave, Slip F199,Richmond,Contra Costa County",37.865511,-122.154107,0.95,range_interpolation,Orinda,CA,Contra Costa County,94563.0,235458.0,56195.0,52.0,10.3,0.762,0.011,0.0,0.135,0.0
"1317 Canal Blvd, Basin #3,Richmond,Contra Costa County",37.907843,-122.369544,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Point Potrero Marina,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"Kinder Morgan Richmond Terminal,  1140 Canal Blvd,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"488 Wright Ave, Terminal 22,Richmond,Contra Costa County",37.920165,-122.364452,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MP 12.7 on the Martinez Sub, near 13th Street and Esmond Avenue,Richmond,Contra Costa County",37.942109,-122.358154,0.48,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"MPM 13 Martinez Sub Div,Richmond,Contra Costa County",37.579841,-121.984326,0.9,range_interpolation,Fremont,CA,Alameda County,94536.0,155473.0,32092.0,42.1,11.4,0.574,0.0,0.0,0.386,0.0
"MP 1188.5 of the Stockton sub,Richmond,Contra Costa County",37.966979,-122.024926,0.69,nearest_rooftop_match,Concord,CA,Contra Costa County,94518.0,98621.0,41685.0,35.8,5.9,0.532,0.0,0.0,0.223,0.0
"Channel St at Isomax St, North Yard, ,Richmond,Contra Costa County",37.901082,-121.586907,0.86,street_center,Discovery Bay,CA,Contra Costa County,94505.0,139643.0,29174.0,56.9,6.4,0.868,0.008,0.008,0.107,0.0
"MP 1184.5 Stockton Sub,Richmond,Contra Costa County",37.966979,-122.024926,0.69,nearest_rooftop_match,Concord,CA,Contra Costa County,94518.0,98621.0,41685.0,35.8,5.9,0.532,0.0,0.0,0.223,0.0
"Richmond Rail Yard,Richmond,Contra Costa County",37.539713,-122.001619,0.9,street_center,Fremont,CA,Alameda County,94536.0,119545.0,21353.0,43.5,3.4,0.451,0.032,0.0,0.449,0.005
"33rd St and Leona Ave,Richmond,Contra Costa County",37.932287,-122.338295,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Nevin Ave and A St.,Richmond,Contra Costa County",37.936827,-122.369427,0.92,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"35th Street and Wall Ave,Richmond,Contra Costa County",37.928018,-122.336108,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"South 23rd Street and Cutting Blvd,Richmond,Contra Costa County",37.925193,-122.347665,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Harbour Way and Wright Ave,Richmond,Contra Costa County",37.921195,-122.36006,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"2118 Carlson Blvd,Richmond,Contra Costa County",37.90873,-122.308889,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,86078.0,20727.0,39.5,12.5,0.695,0.03,0.0,0.15,0.0
"1140 Canal Avenue,Richmond,Contra Costa County",37.917713,-122.369026,0.7,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1921 San Joaquin St,Richmond,Contra Costa County",37.907029,-122.318081,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,81364.0,52019.0,38.1,4.0,0.342,0.342,0.0,0.187,0.0
"Point San Pablo,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"Unknown Sheen Incident, Richmond Inner Harbor,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"3500 Bissell Avenue,Richmond,Contra Costa County",37.933186,-122.336023,1.0,rooftop,Richmond,CA,Contra Costa County,94805.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"2000 Hoffman Blvd,Richmond,Contra Costa County",37.922379,-122.350557,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"EB 80 on the Central Off Ramp,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"631 18th St,Richmond,Contra Costa County",37.941106,-122.352761,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,82853.0,33025.0,25.2,3.9,0.645,0.112,0.0,0.182,0.0
"800 Nevin Ave.,Richmond,Contra Costa County",37.936676,-122.361853,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"4400 Macdonald Ave.,Richmond,Contra Costa County",37.933156,-122.327737,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94805.0,110515.0,33645.0,35.2,9.8,0.269,0.18,0.0,0.526,0.0
"Near Point Pinola Regional Park: Lat 37 59' 50"" N  Long  122 22' 34"" W ,Richmond,Contra Costa County",37.924443,-122.32282,0.6,street_center,Richmond,CA,Contra Costa County,94804.0,54776.0,43909.0,47.5,12.6,0.142,0.51,0.0,0.319,0.0
"13th Street x Pennsylvania Ave,Richmond,Contra Costa County",37.947047,-122.357187,0.4,street_center,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"501 Canal BLvd cross of West Cutting Blvd,Richmond,Contra Costa County",37.92446,-122.379482,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"3201 Leona Ave (Lavonya Dejean),Richmond,Contra Costa County",37.932625,-122.33863,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"1314 Canal Blvd, Richmond 3 Dock,Richmond,Contra Costa County",37.912224,-122.365991,0.85,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"915 Eight St.,Richmond,Contra Costa County",37.946507,-122.362075,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,36359.0,22278.0,38.3,9.6,0.0,1.0,0.0,0.0,0.0
"901 Nevin Ave.,Richmond,Contra Costa County",37.937381,-122.360975,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,0.0,0.0,25.7,10.0,0.028,0.474,0.0,0.417,0.0
"Marina Bay Dock Harbor,Richmond,Contra Costa County",37.922602,-122.34771,1.0,street_center,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"1340 Marina Way South, Slips E-370A/E-359, Marina Bay Yacht Harbor,Richmond,Contra Costa County",37.917326,-122.355774,0.4,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"1921 San Joaquin Street,Richmond,Contra Costa County",37.907029,-122.318081,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,81364.0,52019.0,38.1,4.0,0.342,0.342,0.0,0.187,0.0
"32 Chesley Ave,Richmond,Contra Costa County",37.95453,-122.369911,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,106500.0,43340.0,37.3,5.7,0.0,0.651,0.0,0.319,0.019
"Pittsburgh Ave at Central Ave,Richmond,Contra Costa County",37.96309,-122.36987,0.67,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"4th Street at Silver Street,Richmond,Contra Costa County",37.957428,-122.365118,0.71,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"Latitude: 37° 54' 45"" N Longitude: 122° 21' 00"" W,   250  SLIP DOCK.  175 VESSELS. 6 ACRE DOCK.  MARINA 0.5 SQ MILES @ 2600 Spinnaker Way,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"Slip F-104, F-Dock, Marina Bay Yacht Harbor,  1340 Marina Way South,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"MP 13.5 of the Martinez Sub,Richmond,Contra Costa County",37.728394,-121.946034,0.7,nearest_rooftop_match,San Ramon,CA,Contra Costa County,94583.0,198800.0,73261.0,38.3,12.7,0.329,0.007,0.0,0.605,0.0
"321 Tunnel Ave,Richmond,Contra Costa County",37.924282,-122.385219,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Richmond Long Wharf,Richmond,Contra Costa County",37.912211,-122.303675,0.9,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"731 W Cutting Blvd,Richmond,Contra Costa County",37.926096,-122.37681,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"700 W. Cutting Blvd., ""Ricmond"",Richmond,Contra Costa County",37.923958,-122.376693,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Martinez Subdivision, MP 8.64,Richmond,Contra Costa County",37.844326,-122.291884,0.7,street_center,Emeryville,CA,Alameda County,94608.0,126375.0,47026.0,37.4,1.6,0.373,0.127,0.0,0.478,0.0
"4801 Central Avenue, Costco,Richmond,Contra Costa County",37.546862,-122.012065,0.9,rooftop,Fremont,CA,Alameda County,94536.0,123304.0,107611.0,33.2,7.3,0.289,0.005,0.0,0.67,0.0
"21 Lighthouse Ln,Richmond,Contra Costa County",37.908991,-122.342739,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,142134.0,27685.0,49.3,12.4,0.324,0.358,0.01,0.214,0.0
"Richmond Inner Harbor, Near Pier 2,Richmond,Contra Costa County",37.539713,-122.001619,0.9,street_center,Fremont,CA,Alameda County,94536.0,119545.0,21353.0,43.5,3.4,0.451,0.032,0.0,0.449,0.005
"1316 Canal Blvd.,Richmond,Contra Costa County",37.907843,-122.369544,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"20 Light House Lane,Richmond,Contra Costa County",38.00307,-121.917219,0.5,place,Pittsburg,CA,Contra Costa County,94565.0,,,,,,,,,
"2 Miles SE of 5755 McBryde Ave, Belgum Trail,Richmond,Contra Costa County",37.821721,-122.192454,0.8,rooftop,Oakland,CA,Alameda County,94611.0,168913.0,58813.0,44.8,5.2,0.655,0.101,0.0,0.107,0.023
"Berth 8 (Car carrier terminal),Richmond,Contra Costa County",37.919479,-121.951543,0.95,county,,CA,Contra Costa County,,,,,,,,,,
"2785 Goodrick Ave,Richmond,Contra Costa County",37.973321,-122.367009,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"2658 Mira Vista Drive,Richmond,Contra Costa County",37.938958,-122.313653,0.9,rooftop,Richmond,CA,Contra Costa County,94805.0,117024.0,45554.0,56.3,4.3,0.617,0.05,0.0,0.271,0.0
"Chevron Refinery Richmond - 841 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Onramp and Offramp at Carlslon Blvd to Eastbound Interstate 80. Some buildings near the accident site were evacuated.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1740  Giaramata St,Richmond,Contra Costa County",37.958268,-122.363049,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"801 Griffin Street,Richmond,Contra Costa County",37.794673,-121.885228,0.76,rooftop,Danville,CA,Contra Costa County,94506.0,250001.0,0.0,43.0,2.5,0.274,0.04,0.0,0.656,0.007
"Foods Co. - 1250 McDonald,Richmond,Contra Costa County",37.999406,-122.301826,1.0,rooftop,Pinole,CA,Contra Costa County,94564.0,98852.0,22309.0,40.3,14.9,0.418,0.109,0.0,0.378,0.0
"End of Wharf St at Canal St,Richmond,Contra Costa County",37.885671,-122.304394,0.9,street_center,Albany,CA,Alameda County,94706.0,90560.0,23137.0,28.7,0.7,0.499,0.0,0.0,0.433,0.0
"Point Richmond, Richmond Inner Harbor,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"230 W Cutting Blvd Richmond,Richmond,Contra Costa County",37.923847,-122.371652,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Pier Dock Number - RCH RLW 1,Richmond,Contra Costa County",37.896404,-121.617486,1.0,street_center,Discovery Bay,CA,Contra Costa County,94505.0,135000.0,11533.0,55.3,0.7,0.911,0.009,0.0,0.027,0.0
"332 South 41st Street,Richmond,Contra Costa County",37.927152,-122.330387,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,0.0,0.0,31.8,7.2,0.095,0.723,0.0,0.048,0.0
"Ryden Road,Richmond,Contra Costa County",37.901466,-122.317869,0.9,street_center,Richmond,CA,Contra Costa County,94850.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"842 Amador Ave,Richmond,Contra Costa County",37.946213,-122.324146,0.86,rooftop,Richmond,CA,Contra Costa County,94805.0,154306.0,39107.0,39.2,3.7,0.542,0.105,0.008,0.215,0.0
"1501 Rheem Ave,Richmond,Contra Costa County",37.94973,-122.355537,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,41995.0,30517.0,25.7,20.4,0.283,0.717,0.0,0.0,0.0
"Pier E E Dock-E235 at 1340 Marina Way South,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Mile marker 10.25 of the Martinez subdivision.,Richmond,Contra Costa County",37.932874,-122.34492,0.69,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,103500.0,68832.0,44.6,14.6,0.284,0.17,0.0,0.534,0.0
"100 Cutting Blvd,Richmond,Contra Costa County",37.922339,-122.369192,0.95,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Number 6 and 13th St,Richmond,Contra Costa County",38.008807,-121.813787,0.51,intersection,Antioch,CA,Contra Costa County,94509.0,,,,,,,,,
"100 Cutting Blvd, Santa Fe Channel, near the address location [county incorrectly listed as Sonoma on NRC report],Richmond,Contra Costa County",37.922339,-122.369192,0.3,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Rydin Rd. & Central Ave.,Richmond,Contra Costa County",37.899639,-122.316652,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Marina Yacht Harbor,  1340 Marina Way South,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"2755 Isabel St,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"846 Harbor Wy South,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"1301 Dunn Ave,Richmond,Contra Costa County",37.948995,-122.35722,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"2301 Cutting Blvd,Richmond,Contra Costa County",37.924923,-122.347323,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"3201 Leona Ave,Richmond,Contra Costa County",37.932625,-122.33863,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"300 west Chanslor,Richmond,Contra Costa County",37.932816,-122.374037,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,65365.0,32881.0,33.1,19.0,0.403,0.409,0.0,0.097,0.0
"3501 Wall Ave,Richmond,Contra Costa County",37.928166,-122.336658,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"1900 Meeker Ave,Richmond,Contra Costa County",37.919435,-122.350676,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Butte and Burlingame,Richmond,Contra Costa County",37.910854,-122.312356,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"131 South 2nd St,Richmond,Contra Costa County",37.930179,-122.36824,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,43255.0,7078.0,31.4,1.7,0.077,0.653,0.009,0.059,0.0
"441 Santa Fe Ave,Richmond,Contra Costa County",37.897791,-122.28802,1.0,range_interpolation,Albany,CA,Alameda County,94706.0,215118.0,15942.0,46.2,5.5,0.579,0.151,0.0,0.131,0.0
"441 Santa Fe Avenue,Richmond,Contra Costa County",37.897791,-122.28802,1.0,range_interpolation,Albany,CA,Alameda County,94706.0,215118.0,15942.0,46.2,5.5,0.579,0.151,0.0,0.131,0.0
"Richmond Marina,Richmond,Contra Costa County",37.912211,-122.303675,0.3,street_center,El Cerrito,CA,Contra Costa County,94530.0,122750.0,31172.0,38.4,1.3,0.644,0.015,0.005,0.29,0.0
"805 Marina Bay Parkway,Richmond,Contra Costa County",37.918938,-122.346844,0.86,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"2755 Isabel St (Point Isabel Wet Weather Facility),Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"Point Isabel, 2755 Isabel St.,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"860 Harbour Way South,Richmond,Contra Costa County",37.920138,-122.359448,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"F Dock at 351 Brickyard Cove. Rd., Point Richmond,Unincorporated county area,Contra Costa County",37.9093,-122.383381,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MP 13.3, Track #1, Chesley Ave at Rumrill Blvd,Richmond,Contra Costa County",37.931623,-122.366965,0.9,rooftop,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"Chesley Ave Crossing MPM 13.3,Richmond,Contra Costa County",37.931623,-122.366965,0.9,rooftop,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"911 Chevron Way / Near wharf area, salt water station,Richmond,Contra Costa County",37.92948,-122.386683,0.8,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"2280 Key Blvd,Richmond,Contra Costa County",37.93182,-122.321381,1.0,range_interpolation,El Cerrito,CA,Contra Costa County,94530.0,134007.0,34402.0,44.2,8.0,0.735,0.021,0.0,0.241,0.0
"2755 Isabel St.,Richmond,Contra Costa County",37.897055,-122.32188,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"303 Garrard St,Richmond,Contra Costa County",37.936462,-122.372425,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Bayview Rd. at 580,Richmond,Contra Costa County",37.928749,-122.390207,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"801 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"23rd Street and Foothill Ave,Richmond,Contra Costa County",37.923902,-122.347417,0.78,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"just south of the Richmond Bridge on the east shore.,Richmond,Contra Costa County",37.732674,-122.237103,1.0,street_center,Alameda,CA,Alameda County,94502.0,199962.0,31010.0,37.6,5.1,0.384,0.067,0.0,0.462,0.023
"402 Wright Ave DOT ID # 931747X,Richmond,Contra Costa County",37.9296,-121.925911,0.1,rooftop,Clayton,CA,Contra Costa County,94517.0,175701.0,91681.0,47.6,15.7,0.982,0.0,0.0,0.0,0.0
"Slips B81-B85, B-Dock Marina Bay Yacht Harbor,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"Intersection of Humboldt St and Garvin Ave,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"the break occurred about 100 feet from the intersection of Sandpiper Spit Court at Brickyard Cove Road,Richmond,Contra Costa County",37.743103,-122.168645,1.0,street_center,Oakland,CA,Alameda County,94603.0,53000.0,9977.0,27.7,2.2,0.055,0.886,0.025,0.021,0.0
"1100 Hensley Street,Richmond,Contra Costa County",37.94816,-122.363554,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"911 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"36 17th St,Richmond,Contra Costa County",37.931858,-122.35315,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,87250.0,28617.0,29.3,7.0,0.0,0.586,0.0,0.249,0.0
"1340 Marina Wy S, Slips F263-273,Richmond,Contra Costa County",37.95334,-122.324426,0.2,rooftop,San Pablo,CA,Contra Costa County,94806.0,68523.0,17649.0,34.2,5.0,0.512,0.203,0.0,0.24,0.0
